"userName","score","at","content"
"Google 사용자","4","2025-01-21 13:01:07","계정이... 날아갔습니다..? 이거 어떻게 복구 방법이 있을까요?? 코드는 XNE61XOY 입니다"
"Google 사용자","1","2025-01-21 04:28:53","현질했었는데 게임 삭제 했다가 다시 받으니까 계정이 사라졌네요 어이가 없네요 처음에 했던 계정도 현질은 안했지만 연동한 상태에서 게임 삭제한뒤 한달넘게 뒤에 복귀하니까 계정 사라지던데 게임에 문제있는거 아닌가요?"
"Google 사용자","5","2025-01-20 23:41:00","재밌어요 화이팅"
"Google 사용자","5","2025-01-20 22:06:19","완전 재밋어요! 진짜 최고,,,, 캐릭터가 다 귀여워요"
"Google 사용자","5","2025-01-20 21:58:30","재밌는데?"
"Google 사용자","5","2025-01-20 21:05:55","굳"
"Google 사용자","5","2025-01-20 21:00:22","어사이드 개편좀 너무 매웡"
"Google 사용자","5","2025-01-20 20:47:13","뽈따구가 귀여워요"
"Google 사용자","5","2025-01-20 19:34:59","1주년 공식방송을 보고 다시 한번 해 볼까? 하고 복귀했는데 정말 후회 없는 선택입니다. 정말 내가 알던 그 게임 맞나 싶을 정도로 많은 발전이 이루러진게 보이고 재미와 함께 매력 요소도 많이 갖춘 게임이라 느꼈습니다. 트릭컬 리바이브의 앞으로의 행보를 응원하겠습니다! 현재 플레이 근 4달 째, 추가 리뷰를 작성한다. 에피드 난 당신들이 좋다!! 이젠 볼따구들만 보면 자동으로 웃음이 지어지고 머리속에서 트릭컬이 생각이 멈추질 않는 중독 상태에 빠졌으니 그 책임을 다 하여 모든 교주들이 주말농장 갈 때 까지 서비스를 진행해야 할 것이오!!"
"Google 사용자","5","2025-01-20 18:37:55","최근들어 트릭컬에 재미를 붙여 잘 플레이하고 있는 교주입니다! 다 좋은데 가끔씩 사도창에 들어갈때 마다 보유중인 사도와 미보유중인 사도가 위 아래로 배열이 되어있는데 사도들의 초상화가 뒤죽박죽 섞여서 보유중인 사도가 미보유 사도 초상화랑 곂쳐 보이거나 중간에 칸이 비는 등의 자잘한 버그가 발생한 것을 최소 5번은 목격한 것 같습니다 ㅋㅋ.. 신속한 버그 수정 기다리겠습니다! 감사합니다!"
"Google 사용자","5","2025-01-20 12:47:03","이게 12세라고"
"Google 사용자","5","2025-01-20 11:49:42","볼따구 딱대잇!!"
"Google 사용자","5","2025-01-20 10:41:46","쪼아요"
"Google 사용자","5","2025-01-20 10:01:19","대뾴님 집문서를 다시 얻을수 있을듯"
"Google 사용자","5","2025-01-20 09:32:17","안되지만 그래도 잘 되면 정말 좋을것 같습니다"
"Google 사용자","5","2025-01-20 03:39:08","너무 귀엽고 재밌네요 제 캐릭터 단체그림명단에 바로 추가했네요. 여캐가많은것도좋고"
"Google 사용자","5","2025-01-20 00:48:46","머찐 겜!"
"Google 사용자","5","2025-01-20 00:05:00","볼따구 갓겜"
"Google 사용자","5","2025-01-19 23:58:59","언제할지 고민하다가 드디어 해봤는데 굉장히 귀엽고 재밌음. 볼따구를 늘리는게 너무 중독적인게.. 엄청남.."
"Google 사용자","5","2025-01-19 21:08:12","RPG 오토체스 느낌인데 덱 빌딩을 첨가해서 굉장히 가벼워짐. 솔직히 참신함은 없지만, 원래 익숙한 맛이 맛있는 맛임. 던전 같은 서브 컨텐츠가 여러 제약이나 컨셉을 잡았는데, 이 제약들이 플레이를 더 단순하게 만들어서 아쉬움. 캐릭터 디자인은 매력있고, 브금이나 성우는 좋다. 다만 현역으로 4년 반 넘게 뛰고 있는 내 폰은 게임을 버티기엔 부족한듯. 너무 자주 튕겨서 게임을 못 한다. +수정 공기계 s10 짜리로 하다가 다시 s9 써보니까 이제 안 튕김."
"Google 사용자","5","2025-01-19 19:58:15","뭐랄까... 현대한국의 특징이 여러모로 있는 게임이다. 이런저런 문제점들이 있지만 특장점들이 그걸 커버해준다. 가볍게 하기에는 문제가 없지만 경쟁요소에 들어갈라면 과금이 상당히 매워진다는 점도 한국스럽다. 하지만 볼따구겜은 볼따구때문에 하는거지!(?)"
"Google 사용자","5","2025-01-19 15:11:04","너무 재미있어요"
"Google 사용자","5","2025-01-19 14:39:43","트릭컬을 시작하고 내인생이 바뀌었다. 밖으로 나가길 꺼려했던 내가 트릭컬때문에 이태원도 가보고 홍대도 가보며 사람들과 함께할수있는 시간을 주었다. 나에겐 이제 트릭컬은 게임이 아니라 추억이다. 내가 늙더라도 기억해냈으면 좋겠다."
"Google 사용자","5","2025-01-19 14:10:19","좋아요"
"Google 사용자","5","2025-01-19 11:56:50","용량도 작아서 편하게 할수있어요. 특히 애들 캐릭터가 너무너무 귀엽고.. 볼이 말랑말랑 해보입니다! 솔직히 저는 스토리 분량 적으면 손을 아예 안대는 편인데.. 스토리가 괜찮다구 해서 해봤는데 좋네요. 스토리.. 스토리.. 평소 게임에도 스토리 중독자? 라서.. 앞으로도 재밌는 스토리 부탁합니다~"
"Google 사용자","5","2025-01-19 11:56:44","""볼"""
"Google 사용자","5","2025-01-19 07:13:59","집까지 팔며 만든 게임 역시 모든면에서 완벽합니다."
"Google 사용자","5","2025-01-19 01:54:42","픽업뽑기를하면 픽업대상말고 다른3성들이 다나오는 이상한 게임 ㅋㅋ"
"Google 사용자","5","2025-01-18 18:10:52","귀엽다!"
"Google 사용자","5","2025-01-18 14:16:23","볼따구 귀엽네요"
"Google 사용자","5","2025-01-18 14:01:37","굿"
"Google 사용자","5","2025-01-18 11:01:10","뽑기 기록 보는거 추가해주세요"
"Google 사용자","1","2025-01-18 02:28:22","솔직평가 이게 그하다보면 재미있고 그렇는데 좋은사도와 레벨업에 다했는데 10챕터를 못넘고 버그는 계속되고 가끔식 만류된 쿠폰 아닌데도 안써짐"
"Google 사용자","5","2025-01-18 01:34:26","귀여어"
"Google 사용자","5","2025-01-17 22:00:46","👍"
"Google 사용자","5","2025-01-17 21:27:18","재밌음. 이유는 딱히 없음. 그냥 넘 재밌음. 캐릭터 귀여움. 눈 호강하기 좋음. 수정:버터 버프먹여주세요 제발요"
"Google 사용자","5","2025-01-17 20:59:03","게임일줄 알고 다운로드 받았는데, 게임이 아니라 볼따구네요 이래도 되는건가요?"
"Google 사용자","5","2025-01-17 20:55:06","캐릭터 가 너무 귀여워요"
"Google 사용자","5","2025-01-17 20:22:50","게임 별로 안좋아하는데 림 등짝보고 시작함"
"Google 사용자","1","2025-01-17 18:57:26","광고보상 오케이 제작사 돈 벌어야하는건 맞죠. 근데 광고보다 튕겨서 보상 못받고 다시 광고보고하는 시간 다 합치면 다른게임 좀 빠른거 일퀘 다 할 시간 나오는건 문제가 맞음. 좀 덜 중요한 거 주는거도 아니고"
"Google 사용자","5","2025-01-17 17:29:21","볼따구"
"Google 사용자","5","2025-01-17 08:57:24","게임은 재밌어요 사도들이 이쁘고 침략도 재밌는데 단한가지 불편한점이 덱을짤때 추천조합이 있었으면 해요. 나머지는 다재밌어요"
"Google 사용자","5","2025-01-17 04:28:06","장점 - 스토리, 캐릭터성, 피라 이벤스 단점 - 그 외 나머지 단점을 장점이 씹고 뜯고 맛보고 즐겨도 남을만큼 흥미롭고 감동적입니다. 억지신파가 없어서 참 좋은거 같아요. 일단 시작하려는 뉴비들은 유튜브에서 버터, 슈팡, 피라의 테마극장을 봐주셨음 합니다. 버터 - 기념비적인 테마극장 슈팡 - 이게 트릭컬이다! 하는 테마극장 피라 - 걍 보세요. 싫어도 보세요."
"Google 사용자","5","2025-01-17 02:57:49","역시 정상화는 신 정 현"
"Google 사용자","5","2025-01-17 00:53:37","스토리 재밌어요 캐릭터들도 귀엽고 개성있고 무엇보다도 아트팀에 변1태들이 많아요 근데 가챠가 좀 매워요"
"Google 사용자","3","2025-01-17 00:49:01","확률이 좀 심한거같은데요, 지금 광림 뽑는다고 티켓을 150장 넘게 소모했는데 광림이 한번도 안나오잖아요"
"Google 사용자","1","2025-01-17 00:48:24","더는 제가 바라왔던 '귀염뽀짝'한 트릭컬이 아닌 게 유감스럽습니다. 캐릭터들에게서 귀여움과 유쾌함만을 기대해왔던 저는 더이상 관능적인 디자인을 견뎌낼 수 없습니다."
"Google 사용자","5","2025-01-16 22:46:06","게임이 귀엽고 대표님도 귀여워요"
"Google 사용자","3","2025-01-16 22:31:00","게임 차제는 너무 재밌거든요? 근데 가끔가다 왕사탕이 꽉찬 경우가 있는데 왕사탕 사이에 껴있는 사도 모집권을 얻어야하는데 못 얻어요. 6일 남았는데 어떻게 7-5도 못간 사람한테 그러죠ㅠㅠ 지근 전투력도 낮은데 왕사탕을 침략하는거 빼고 못하자나요ㅠㅜ 10밖에 안 써지고ㅜ"
"Google 사용자","5","2025-01-16 21:34:28","인생겜"
"Google 사용자","5","2025-01-16 20:45:31","볼따구 최고"
"Google 사용자","5","2025-01-16 20:27:53","양심겜 개추"
"Google 사용자","1","2025-01-16 19:58:14","0.5퍼 블루아카이브 만ㅋ.ㅁ 창렬한 게임"
"Google 사용자","5","2025-01-16 19:00:25","빠아아아아아아앙!!!!"
"Google 사용자","5","2025-01-16 18:50:32","돈까스에서 볼슝좍이 나왔사와요!... 아이고!... 이를어째!!.."
"Google 사용자","5","2025-01-16 18:36:35","개재밌음"
"Google 사용자","5","2025-01-16 17:58:25","볼ㅋㅋ"
"Google 사용자","5","2025-01-16 17:58:18","볼따구가 낭낭하고 프리클이 귀여워요"
"Google 사용자","5","2025-01-16 17:53:44","이야...... 이것 참......."
"Google 사용자","5","2025-01-16 16:59:11","신정현을 숭배하리!!!!"
"Google 사용자","5","2025-01-16 16:56:44","게임도 재밌는데 볼따구가 찰진"
"Google 사용자","5","2025-01-16 16:48:05","볼따구 땅기는맛이 아주예술입니다."
"Google 사용자","5","2025-01-16 16:36:23","존잼"
"Google 사용자","5","2025-01-16 16:34:56","아니 변태팀에 아트가 있다니까요"
"Google 사용자","5","2025-01-16 16:29:06","많이 발전했다"
"Google 사용자","5","2025-01-16 16:22:21","볼따구 최고에요"
"Google 사용자","5","2025-01-16 16:15:07","사랑한다 림아"
"Google 사용자","5","2025-01-16 16:06:36","다 재미있는데 냉정만 떡상시켜줘요 우리 냉정한테 왜그래요"
"Google 사용자","5","2025-01-16 16:05:50","광고를 봤는데 사탕이 지급되지 않고 게임이 멈추는 경우가 3,4일에 한번씩 있어서 재접속 후 광고를 재시청하고 있어요 버그가 수정되면 좋겠네요"
"Google 사용자","5","2025-01-16 15:03:36","귀엳움"
"Google 사용자","5","2025-01-16 14:44:39","귀여운 겜이네요"
"Google 사용자","5","2025-01-16 13:49:46","처음에는 볼따꾸랑 캐릭터가 너무 귀여워서 플레이 했지만 하다보니 스토리가 엄청 깊고 때때로는 그림체처럼 귀엽고 재미있다보니 앞으로가 많이 기대가 되는 트릭컬 입니다. 그리고 생각보다 아트팀에 헨타이가 많은거 같네요 분명 귀여운데...에 그러니깐 네 제 볼따꾸가 커지고 빨개지고 늘어나네요...아 물론 좋습니다 엄청 귀여워여 앞으로도 잘부탁드립니다! ㅋㅋㅋㅋ"
"Google 사용자","5","2025-01-16 12:16:58","갓겜"
"Google 사용자","5","2025-01-16 11:09:54","나도 매크로 답변 달아줘요 대표니가 직접 달아줘요"
"Google 사용자","5","2025-01-16 05:14:27","재미"
"Google 사용자","5","2025-01-16 00:04:29","은근 개꿀잼"
"Google 사용자","5","2025-01-15 23:36:44","캐릭터들도 다 귀엽고 힐링되는 게임이였습니다"
"Google 사용자","5","2025-01-15 21:05:05","말랑말랑쫀득쫀득말랑말랑쫀득쫀득말랑말랑말랑말랑쫀득말랑말랑쫀득쫀듯쫀득말랑말랑말랑말랑말랑쫀득쫀득쫀득"
"Google 사용자","5","2025-01-15 21:03:43","그냥 갓겜"
"Google 사용자","5","2025-01-15 20:31:10","볼따구겜"
"Google 사용자","5","2025-01-15 20:15:52","굳"
"Google 사용자","5","2025-01-15 20:09:37","ㅋ 왜 재미있지"
"Google 사용자","4","2025-01-15 20:04:35","상점에서 광고를 보려고 할때 광고가 뜨지 않고 무한로딩이 되는 버그가 있습니다"
"Google 사용자","5","2025-01-15 19:57:24","말이필요한가최고의게임"
"Google 사용자","5","2025-01-15 19:41:21","볼따구가 긔여움"
"Google 사용자","1","2025-01-15 18:34:40","밸런스를 잡으려 하기는커녕 적폐랑 깔개를 기본으로 잡고 시작함"
"Google 사용자","5","2025-01-15 14:44:05","릭컬"
"Google 사용자","5","2025-01-15 14:12:05","오늘 업데이트하고 게임 작동이 안돼요 ㅠㅠ ㄴ이제는 더ㅔㅇ용 와 신난다~~"
"Google 사용자","5","2025-01-15 10:00:04","스토리 최고 👍"
"Google 사용자","5","2025-01-15 09:40:57","음 게임이 보는재미가 있네요"
"Google 사용자","1","2025-01-15 08:37:39","픽뚫 오지네"
"Google 사용자","5","2025-01-15 08:30:54","뽑기에서 다른 사도 는나오지안하야 하는데... 왜전 란말고 다른 엘다인이나오죠??"
"Google 사용자","5","2025-01-15 00:24:21","개좋은게임"
"Google 사용자","5","2025-01-14 21:20:35","씹갓겜 그냥"
"Google 사용자","1","2025-01-14 20:42:48","지금 앱을 키면 영어로 경고문이(경고문: 오류_10050 불법 활동이 감지되었습니다. 게임이 8초 후 종료됩니다.게임 앱을 수정하려는 타사 앱의 사용은 급지됩니다. 게임 데이터를 수정하려는 애플리케이션을 실행하기 전에 삭제해 주세요.) 이렀게 계속 뜨고 지웠다 켜도 그런데 이거 왜이러는 거죠? 폰도 산지 얼마 되지도 않았는데"
"Google 사용자","5","2025-01-14 19:21:18","푸시알람이 왜 울리지 않을까요?"
"Google 사용자","5","2025-01-14 18:05:45","굿"
"Google 사용자","5","2025-01-14 17:14:26","볼따구 만질려고 다운함 완전 대만족. 수정합니다 여기에 푸는건 아니라고 생각하지만 기분 드러워서 작성해요 깡계가 뭐길래 나 보고 비틱깡계라고 아카라이브 트릭컬 채널에서 차단을 하는건지 트릭컬 시작한지 8일차인데 뭐 하자는건지 기분 드러워서 진짜 아무잘못없는 게임한테 정떨어질려하네"
"Google 사용자","5","2025-01-14 16:25:28","재밋어여"
"Google 사용자","1","2025-01-14 11:56:03","다른건 다 제쳐두고 방어력 시스템 실화임?"
"Google 사용자","5","2025-01-14 10:43:58","4글자요약: GOAT"
"Google 사용자","4","2025-01-14 04:11:37","트릭컬 재밌게하는 유저입니다. 날짜가 바껴서 뽑기하다가 화면이 메인홈으로 전환이되서 뽑기가 어떻게 진행됐는지 알수가없네요. 뽑기기록 볼수있는 기능을 도입해주세요. 다른게임은 다 있는 기본적인 기능도 없다니요."
"Google 사용자","5","2025-01-14 01:20:45","1주년때 시작해 아직까지도 하고있습니다 솔직히 왜 이런 게임을 이렇게 늦게 찾았을지 후회되네요ㅋㅋ 스토리도 좋고 운영도 잘해서 이만한 갓겜이 없다고 생각됩니다 무엇보다 우이가 너무 쪼아요~ 우이 아크릴 갖고싶당"
"Google 사용자","5","2025-01-13 21:40:39","에피드가 성공했다는 선례가 남아야 빠칭코 슬롯머신 유사도박장들이 판쳐도 에피드같이 되려는 신생게임사 하나쯤은 또 등장할거아녀?"
"Google 사용자","5","2025-01-13 21:32:05","볼따구 중독성지립니다 하지마세요 저만 질기려니까 으흐흐"
"Google 사용자","5","2025-01-13 19:50:00","귀염뽀짝하다"
"Google 사용자","5","2025-01-13 15:53:23","강추"
"Google 사용자","5","2025-01-13 14:09:37","한달 반을 플레이한 유저입니다. 재화도 퍼주고 게임도 재밌고 무엇보다 사도들이 맛있고 황크가 귀여워요"
"Google 사용자","4","2025-01-13 12:11:51","초보자가 해야될게 너무 많음..."
"Google 사용자","5","2025-01-13 01:01:32","볼따구"
"Google 사용자","5","2025-01-12 17:27:14","애들이 귀여워요"
"Google 사용자","5","2025-01-12 15:32:33","ㅋㅋㅋㅋㅋ 귀엽네"
"Google 사용자","5","2025-01-12 09:42:48","재투자가 확실한 게임 글섭 흥해서 돈 많이 벌었음 좋겠다"
"Google 사용자","5","2025-01-12 03:41:52","비틱나이스"
"Google 사용자","5","2025-01-11 23:49:05","진짜 살다살다 이런 게임 처음봅니다. 진짜 너무 재미있어요! 일단 스토리가 제가 했던 게임중에 제일 좋습니다..! 그리고 캐릭터도 너무 귀엽고 밸런스도 딱 적당합니다. 이런 게임 너무 좋고 특히 풀더빙이 ㄹㅈㄷ입니다...ㄷㄷ 이 겜 한 번 해보는거 완전 강추입니다🫠"
"Google 사용자","1","2025-01-11 23:43:26","패치 후에 클론팩토리 조각이 이상할만큼 안나옴 엘다인 연속 2번 픽업들어가면서 후발주자들 사다리까지 걷어차는건 무슨 생각인지 모르겟음 그렇다고 뽑기확률이 높은 편도 아님 캐릭터가 키우기 어려우니 애정속성 가지기보단 그냥 남들 다하는 속성 하는게 맞음 오토체스 처럼 시너지가 많이 있는 게임이 아니라 속성5개로 밸런스를 맞추려다 보니 속성간의 격차가 카스트제 마냥 기괴함"
"Google 사용자","5","2025-01-11 19:51:51","넘 재밌어요! 사도들 뽑는것도 중독성있고 무었보다 사도들 넘 기여워요ㅎㅎ"
"Google 사용자","5","2025-01-11 19:44:57","버터 귀여움"
"Google 사용자","1","2025-01-11 19:36:41","광고 싫어"
"Google 사용자","1","2025-01-11 16:01:35","오랜만에 왔더니 내 계정 초기화됨 미친거 아니냐? 내 고등급 캐릭터들 다사라지고 재화도 서라지고 레벨도 스토리도 다초기화됨 닉네임부터 새로지음 미친새끼들아님?"
"Google 사용자","5","2025-01-11 13:07:37","재밌어요"
"Google 사용자","5","2025-01-11 12:18:05","오랜만에 다시 해봤는데 캐릭터가 다양해지고 스토리도 너무 재밌어요"
"Google 사용자","5","2025-01-11 11:42:52","여윽시 K - 서브컬쳐 게임 .. 스토리가 병맛인데 서계관이 깊게 잘 구성되어 있고 , 이러다가 대표님이 파산하는 거 아니신지 뽑기권을 100장 넘게 주시고 ... 심지어 상품 구경비를 주더라구요 ???? 캐릭터들의 매력도 넘치고 무엇보다 다 너무 귀여워요 !!! 저번에 뽑기 연출이 바뀌었는데 에르핀이 종이를보고 놀라고 바로 뽑기 결과가 나오는데 종이에 빨려들어가듯이 연출하면 더 좋을 것 같아요 !! 바로 뽑기 결과가 나오니까 뚝 끊기는 느낌이더라구요 ㅜ 그래도 인생 겜 찾아서 기쁩니다 !!"
"Google 사용자","1","2025-01-11 09:04:01","뿔 잘라놓은 걸 왜 자랑이랍시고 공지하는 거임? 스토리에서 버터가 싸우다 졌다고 귀 때놓으면 반응 좋을 것 같음?"
"Google 사용자","5","2025-01-11 04:00:07","새끼들... 기열!!!"
"Google 사용자","5","2025-01-11 00:42:24","힐링"
"Google 사용자","1","2025-01-10 23:51:39","200뽑 픽업안뜸 이게임 천장없음"
"Google 사용자","1","2025-01-10 23:27:03","게임은 재밋는데 튜토리얼하다가 게임을 나가면 다시해야 되나요?? 아니면 튜토리얼을 건너뛰나요??"
"Google 사용자","5","2025-01-10 18:56:16","버터가 넘 귀엽고 게임이 잘 풀려요!"
"Google 사용자","5","2025-01-10 14:34:02","게임보다 대푠니 집문서가 더유명함"
"Google 사용자","5","2025-01-10 14:12:26","잘모르겠는데재밋네요"
"Google 사용자","5","2025-01-10 11:42:11","다 좋습니다. 그런데 제 핸드폰이 갤럭시 노트10인데 알림 버튼 들어가서 정보를 보려고 하면 화면이 뜨지않습니다 이것만 고쳐주시면 좋을것같습니다 와 갓겜"
"Google 사용자","5","2025-01-10 09:27:52","캐릭터들이 너무 귀엽고 게임도 재미있어요!"
"Google 사용자","1","2025-01-10 08:06:32","천장이 너무 짬"
"Google 사용자","5","2025-01-10 04:47:05","""그 영상"" 보고 깔았습니다"
"Google 사용자","5","2025-01-10 03:12:11","아아 신정현님 다 좋습니다 너무너무 만족합니다 다만 게임이 조금 잘 멈추는거 같습니다.. 그냥 그렇다구요 에피드게임즈 화이티ㅇ"
"Google 사용자","5","2025-01-10 03:08:54","볼ㅋㅋ"
"Google 사용자","5","2025-01-10 00:58:06","내스타일"
"Google 사용자","5","2025-01-10 00:43:48","신캐 장비맞추는것빼고 재밌음"
"Google 사용자","5","2025-01-09 23:39:24","존잼이넹 볼따구 찰지다 캬~~"
"Google 사용자","5","2025-01-09 23:34:31","순수의 시대-"
"Google 사용자","5","2025-01-09 23:28:16","극유저편의지향적볼따구게임을모두지금시작하십시오🗿🗿🗿🗿"
"Google 사용자","5","2025-01-09 21:27:42","볼따구루루루"
"Google 사용자","5","2025-01-09 19:48:28","재미있어요 ㅋㅋㅋ"
"Google 사용자","5","2025-01-09 19:41:00","이것은 매우 훌륭한"
"Google 사용자","5","2025-01-09 18:48:58","이거 너무 재밌어욤! 데이터도 얼마 쓰지도 않고 매력적인 스토리에 빠져나올 수 없는 사도들까지!! 인생 게임입니다!!!!!! 트릭컬 화이팅!!!!"
"Google 사용자","5","2025-01-09 18:48:12","캐릭터가 넘 귀엽다"
"Google 사용자","5","2025-01-09 18:21:26","에피드 최고!!! 트릭컬 엘다인 선택권 100장 만큼 잘 됐으면 좋겠다!!!"
"Google 사용자","5","2025-01-09 18:20:36","그저 볼따구... 킹갓재내럴 울트라 쌈뽕한 게임 :)"
