"userName","score","at","content"
"Google 사용자","5","2025-01-09 08:13:33","프로젝트 문 社의 게임들 이후로 이렇게 디스토피아 세계관에서 스토리를 진행하는 게임을 본 적이 없었는데, 내 니즈에 너무 잘 맞는 스토리를 가진 게임을 찾아 좋았다. 또한 캐릭터를 단순히 '예뻐서' 뽑게 하는게 아니라, 그 캐릭터의 개성과 매력(심지어 악역으로 나오는 캐릭터도)을 최대로 살렸다고 본다. 게임성으로 보자면 턴제 게임치고는 사실 그닥 새로운 부분이 있다고 보긴 어렵지만, 상기된 스토리, 캐릭터 장점만 보고 시작해도 재밌을 것이라고 생각한다. 다만 역시 자원(미세입자, 동전 등) 수급이 클래식 CD를 구매하지 않으면 매우 부족해 캐릭터 한 명을 3통찰로 만드는게 매우 쉽지 않다. 여러 파티를 육성해야 유리하다는 점을 고려하면 분명 작은 단점은 아니라고 생각한다. 또한 스토리는 장점이지만, 오솔길에서 나오는 대화 단락이 지나치게 길고 난잡해 이해를 어렵게 만드는 문제가 있다."
"Google 사용자","5","2025-01-09 08:07:16","벌써 1년 반 가까이 하고있네요 한 게임 오래못하는데 모바일게임 최고기록입니다 가볍게 일퀘만 할수도있고 시간들여서 힘든 컨텐츠 할수도 있어서 좋아요"
"Google 사용자","5","2025-01-09 07:15:34","스토리 게임 좋아하는데 이 게임을 안 한다? =(인생손해보는거)"
"Google 사용자","5","2025-01-08 10:45:21","""너 어머니가 안계시니?!"""
"Google 사용자","5","2025-01-06 06:45:06","흥미로운 스토리, 전위적인 디자인, 파고드는 맛 있는 로어와 그리고 타임키퍼의 일원이 될 수 있는 굿즈까지"
"Google 사용자","5","2025-01-05 23:12:46","이렇게 재미있는 스토리 턴제겜이 마이너라니... 제발 중간에 섭종안하고 끝까지 갔으면...."
"Google 사용자","5","2025-01-04 21:14:52","재밌음 스토리좋음 아방가르드함 섭컬에서 이렇게 말아주는겜 얘밖에없음 섭종하기 없기다 영원히 함께야"
"Google 사용자","3","2025-01-03 20:55:34","이 게임 시작한지는 얼마 안됬지만 장점은 스토리가 좋고 전투도 재밌는데 컨텐츠가 너무 별로입니다 이번 시즌 이벤트도 깰려고 하는데 보스가 말도 안되게 쌔고 가뜩이나 캐릭도 없는데 현질을 10만원 해서 꼭 이벤트를 클리어하고 싶은데 캐릭은 계속 중복만 나오지 이벤트 컨텐츠는 이건 뭐 뉴비는 하지마라 현질 많이 해서 고인물 흑우가 되면 그때 이벤트 컨텐츠를 즐겨라 덱 조합 짜는 정보도 별로 없어서 조금만 난이도가 있어도 쉽지 않고 처음으로 리뷰를 나쁘게 다는데 오늘 10만원 지렀는데도 이벤트 컨텐츠 하나 못 깬것이 억울해서 이 게임 안하렵니다 좀 쉽게 컨텐츠를 만들든가 캐릭을 좀 주든가 공략 정보라도 올리든가 많이 실패하면 난이도라도 낮춰주든가 너무합니다 리버스 1999 장점이 너무 좋아서 해볼려해도 뉴비인 저는 스트레스 받으며 게임하고 싶은 마음이 없네요"
"Google 사용자","4","2025-01-03 18:04:58","괜찮은 턴제 전략 게임 플레이 방식은 흔하게 볼 수 있는 형식이지만, 흔하게 볼 수 있는 방식이기에 그리 재미 없지 않음 하지만 스토리가 메인이기에 스토리 스킵하시는 분들에겐 살짝 진입장벽이 있을 수 있음."
"Google 사용자","5","2025-01-02 13:35:31","시스템 오류 일으키지 마세요. 그리고 섭종만 하지 맙시다!"
"Google 사용자","5","2025-01-01 20:42:31","처음 적응이 힘들어서 그렇지, 적응만 하면 이만한 게임은 없는거 같음. 디자인, 사운드는 최상급."
"Google 사용자","4","2025-01-01 12:17:44","솔직히 이 게임을 보면서 다른게임들이 꽤나 편리성을 잘 갖춘편이였다고 생각해요... 이 게임은 뭔가를 수급하려면 핸드폰을 내려놓고 편하게 수급하기 힘듭니다... 소탕하기나 판 수 정해놓고 전투돌리기 그런게 전혀 없거든요 그냥 전투 빨리감기밖에없어요. 한마디로 처음부터 끝까지 전투가 빨리감기 할때까지 기다려서 끝나면 저걸 다시시작 계속 반복해야해요.. 핸드폰을 내려놓을수가 없습니다. 제가 이 겜 오래하진않았지만 이게 제일 불편한거같아요. 아니면 얻는 편리한 루트가 있는걸지도 모르겠지만 제가 알고있는선에서는 저 위에 내용이예요. 너무 불편하고 캐릭터 성장이 자주 막혀요. 왜냐? 빨리감기에는 몇배속이 존재하는데 몇배속을 선택하냐에 따라서 입장권 소비가 엄청납니다. 그러다보니까 출첵하고 끄는게 일상이게 되고있어요.. 조금더 수급을 편하게 할수있도록 개선해줬으면 좋겠습니다."
"Google 사용자","5","2025-01-01 00:40:29","굿"
"Google 사용자","5","2024-12-31 20:20:42","재밌어요!"
"Google 사용자","5","2024-12-30 19:54:24","일러스트와 연출이 아름답네요"
"Google 사용자","5","2024-12-27 22:38:26","갈천만 주세요 ♡.♡"
"Google 사용자","1","2024-12-26 03:06:04","재미가없고 캐릭터매력도 떨어짐"
"Google 사용자","5","2024-12-25 10:08:44","독트한 아트 재미난 스토리 ~"
"Google 사용자","5","2024-12-20 15:21:23","재미"
"Google 사용자","5","2024-12-19 17:20:41","진심 갓겜입니다... 이유를 설명하자면 일단 캐디가 지렸고요 성우도 좋고 스토리도 탄탄하며 중간중간 애니같은 느낌에 씬이 등장하는데 보는 내내 눈과 귀가 즐거웠습니다 일러도 이쁘고요 뽑기도 좋았습니다 사전등록하고 서버 열리는 날 바로 들어가 했는데 전투도 쉽고 스토리 보는데 한편의 영화를 보는 것 같아 좋았습니다 제 애정 게임이 되었구요 최애랑 차애까지 있고 덕질도 하고 있습니다 모두 리버스하세요!!!!"
"Google 사용자","1","2024-12-18 21:10:37","악의적 결제 ㅋㅋㅋㅋㅋ 지들이 잘못해놓고 유저탓을 하고있네."
"Google 사용자","4","2024-12-17 20:43:18","👍"
"Google 사용자","5","2024-12-16 22:37:50","왜 안 뜨는지 알 수 없는 게임"
"Google 사용자","1","2024-12-16 14:41:49","이벤트 난이도가 너무 어려움 뉴비 추천 불가능할정도!"
"Google 사용자","5","2024-12-15 11:15:42","짱"
"Google 사용자","4","2024-12-15 02:04:20","호불호가 심하게갈릴만한게임, 액션성은 거의없는편. 스토리랑 캐릭터는 좋은데 스토리나 스킬에 고유명사 남발이 좀 심함,(해석은 달려있긴한데 따로 주석달아둔 느낌에 글씨도 작은편이라 잘확인해야함.) 캐릭 성장재화도 은근 짜게주는편이라 이벤트때 뭐라도건져야함. 가챠는 원신식bm과 달리 캐릭만뽑는거고, 밸런스나 특징도 잘잡혀있고, 무료재화도 나름 잘주는편이지만 저성캐릭의 성장한계를 정해놔서 저성으로만 플레이가 불가능하고 반드시 가챠로 고등급캐릭을 구비해놔야 뭘 할수있음. 하다보니 4점보단 3.5점정도"
"Google 사용자","5","2024-12-14 19:06:19","스토리는 진짜 재밌음 고유명사 남발하지만 그걸 감안해도 재밌음 다만 턴제다 보니 액션 좋아하는 사람한테는 안 맞을수도"
"Google 사용자","1","2024-12-14 06:30:47","초반 폭풍우에 흘러내리던 갬성을 스토리로 승화했어야하는데 너무늦음. 도중에 너무 난해하기만해서 하차함."
"Google 사용자","4","2024-12-13 03:57:21","스토리 넘길때 느려서 속터져요"
"Google 사용자","5","2024-12-12 03:15:12","So you have a Mother 엄마가 계셨구나.."
"Google 사용자","5","2024-12-08 16:20:08","취향저격"
"Google 사용자","1","2024-12-08 04:45:10","채무변제겜"
"Google 사용자","1","2024-12-06 19:27:22","큰 거 안 바랍니다. 무례했던 표현에 대한 사과문, 빗방울 차감 기준 공개."
"Google 사용자","5","2024-12-06 00:29:51","perfection 🤌"
"Google 사용자","5","2024-12-05 22:57:01","일러스트 : 고트, 스토리 : 몰입감 쩜, 가챠 : 개혜자, 컨텐츠 : 점점 추가 되는 중. 중소가 만들 수 있는 분재겜(수집형) 중 최상급이 아닌가 싶다. 다만 분재겜답게 컨텐츠 다 밀고 나면 다음 업데이트까지 흥미가 떨어지는 건 팩트"
"Google 사용자","5","2024-12-05 18:03:47","질적으로 무엇 하나 포기하지 않은 느낌입니다. 개인적으로 게임 자체에 소장욕구를 느낀 건 이 게임이 처음인 것 같습니다. 심오하고 진지한 스토리를 곳곳에 문학적으로 풀어냈습니다. 세계의 역사적 사건들을 세계관에 연계시켜 이스터에그로서 디테일에 미친듯이 신경을 쓴 덕분에 금방 몰입하게 됩니다. 텍스처는 말할 것도 없고요. 경험상 모든 캐릭터가 l3d로 움직이는 게임은 본 적이 없습니다. 수익창출에 앞서 게임디렉팅에 대한 제작자의 신념을 느낄 수 있는 게임입니다."
"Google 사용자","5","2024-12-04 11:28:03","굿"
"Google 사용자","3","2024-12-02 22:17:30","항상 실피 남기고 턴 종료되는게 스트레스임"
"Google 사용자","1","2024-12-02 17:57:19","호9들 돈 잘빼먹는 게임"
"Google 사용자","5","2024-12-02 00:45:34","다른게임과는 다른 색다른게 있음 안쓰던 캐릭터를 랩소디라는 걸 추가해줘 성능을 업그레이드 해줘 밸런스를 패치해줬음 가챠도 그렇게 돈을 과금하지 않고 즐길수 있음"
"Google 사용자","5","2024-12-01 19:33:10","겜 분위기, 컨셉 등등 좋음 싼티안남, 하나하나 공들인 것 같음 고성능캐가 우후죽순 나오는 감도 있지만 뽑기권 적당히 뿌려주는 듯"
"Google 사용자","5","2024-11-28 20:27:58","스토리가재밌네요"
"Google 사용자","5","2024-11-27 01:13:52","재료 수집이 거지 같지만 게임 스토리와 방식들이 너무 재밌고 캐릭터가 이쁘고 매력적임, 그리고 상점에 있는 상품들이 혜자여서 좋음"
"Google 사용자","5","2024-11-25 17:08:45","이거 왜 10만명밖에 안함?"
"Google 사용자","5","2024-11-21 01:32:29","아진짜좋아요 비주류캐도 챙겨주고..넘좋음"
"Google 사용자","5","2024-11-15 00:20:56","잼씀"
"Google 사용자","5","2024-11-14 19:06:51","잼남"
"Google 사용자","5","2024-11-13 15:12:44","스토리를 좋아한다면 정말 재미있게 즐길 수 있음 미소녀 동물원/사이버 피규어 수집이 아니라 각 캐릭터마다 스토리도 있고 개성도 살아있음 가챠 맵지 않음 >>> 중요 천장도 낮아서 적은 과금으로도 원하는 뽑기를 할 수 있음 아예 무과금은 좀 힘들듯 버전 업데이트마다 항상 무료뽑기도 준다"
"Google 사용자","5","2024-11-12 18:29:19","우리 게임 여전히 갓겜입니다"
"Google 사용자","5","2024-11-10 02:34:41","스토리 좋다"
"Google 사용자","5","2024-11-07 23:19:32","재밌게 하고있어요. 영어음성 추천드립니다. 한국음성은 특유의 쨍한 목소리 일색이라 역시 별로네요. 앵앵거리는 쨍한 발성 + 뮤지컬톤의 과장된 톤의 말투... 대체 언제쯤 바뀌려나."
"Google 사용자","3","2024-11-04 15:04:12","캐릭터가 너무많이 나와서 하기가싫어짐 삭제함"
"Google 사용자","5","2024-11-04 01:04:03","게임이 아니라 소설과 영화를 보는 느낌이다. 무과금도 시간만 들이면 충분히 즐길수 있고 스토리로는 이 게임 이길수 있는 게임 없다."
"Google 사용자","5","2024-11-03 07:10:24","뽑기 70뽑에 확정으로 해주면 고마울듯. 천장치고 딴거뜨면 그날 잠 못잠;;"
"Google 사용자","1","2024-11-02 21:33:52","6성 가챠확률이 정말 1.5%인지가 궁금하네요"
"Google 사용자","5","2024-10-31 20:29:35","다 좋은데 저장공간만 좀 적게 차지하면 좋겠음 하지만 게임 자체는 별 5개임"
"Google 사용자","5","2024-10-31 10:38:07","레트로와 엔틱풍을 사랑하고 역사를 사랑하면 무조건 해야하는 게임"
"Google 사용자","5","2024-10-31 05:55:29","마아앙!!!!!마앙!!마앙!!무아아아아앙!!!!!!!!"
"Google 사용자","5","2024-10-27 22:39:32","크아악 너무 재밌다"
"Google 사용자","1","2024-10-26 16:43:55","뽑기재화는 엄청안주면서 신캐는 계속나옴 현질안하면 따라갈수가없는겜 현질많이하실분만 하세요"
"Google 사용자","2","2024-10-26 04:52:11","이게임은 부자들만 플레이하나? 근본적으로 스토리는 볼만하지만 중간에 번역이 이상한건지 수능 문학을 읽는 느낌이다. 플레이하는데 최소 6개 이상의 캐릭터들이 강화가 거의 완료된 상태가 필요해 보이는데 자원수급 때문에 성장을 시킬 시간이 턱없이 부족하다. 심지어 하루에 모이는 에너지도 느려서 진짜 하루에 5분만 하면 할게 없다. 아니면 현질을 해야하는데 그 마저도 크게 도움은 안된다. 피지컬 필요없이 컬렉션 하나하나 모으는 재미를 좋아하는 사람이면 재미있게 플래이 하겠지만 스토리와 캐릭터만 보고 하기엔 답답함이 있는 게임이였다."
"Google 사용자","5","2024-10-25 13:29:06","분위기 갓"
"Google 사용자","5","2024-10-23 00:40:47","명작!"
"Google 사용자","5","2024-10-22 14:33:18","재밌음. 여타 게임과 달리 미소녀 동물원이 아니고, 캐릭터들이 개성 있음. 스토리도 적당히 피폐하니 취향임. 리버스 특유의 서양 감성이 맘에 듬. 개별적인 캐릭터 스토리가 추가되었으면 하는 바람이 있음. 다만, 역시 최소 5성, 더 편리하게는 6성이 없으면 난이도가 올라감. 가챠는 천장 있고, 다른 게임보단 그래도 6성 뜨는 확률이 무난한듯. 에너지 수급이 더 수월해지던가, 사탕을 많이 뿌리던가 할 필요가 있음. 캐릭터 육성 재료 자동전투 4회만 돌려도 에너지 팍팍 사라짐. 그리고 제발 슈나이더 플레이어블 캐릭터로 나왔으면 함... 수정: 게임이 재밌음. 재밌는데, 일정 수준 이상 플레이하면 금방 컨텐츠가 바닥남. 서비스 시작한지 얼마 안되서 그런것 같긴 한데.. 캐릭터 육성은 느려죽겠음. 공명, 통찰, 레벨업 재료 다 부족함ㅠ 컨텐츠 다 소비하면 할게 캐릭터 키우는 것밖에 없음.. 메인 스토리 추가 시급함.수정2:사탕 수급 미묘하게 늠. 캐릭터 스토리 추가됨. 캐릭터 인플레 있음"
"Google 사용자","5","2024-10-22 03:52:12","1장 하는 중인데 아직은 괜찮아요"
"Google 사용자","2","2024-10-20 18:21:10","아방가르드 다 죽음"
"Google 사용자","5","2024-10-18 21:20:44","고퀄 심플해서 굿"
"Google 사용자","5","2024-10-16 21:49:09","최고최고~~~ 스토리도 맛나고 캐릭터도 맛나는 갓겜!!! 얼른 더 떠서 메이저가 되길 바라는 립구러의 바람입니다 👍👍"
"Google 사용자","2","2024-10-15 16:41:42","스토리가 가면 갈수록 공허한 텍스트의 향연"
"Google 사용자","5","2024-10-14 18:54:09","굿"
"Google 사용자","5","2024-10-14 12:06:14","스토리로 깔 수 없는 게임..그저 고트임"
"Google 사용자","5","2024-10-13 03:10:23","재미있다"
"Google 사용자","5","2024-10-11 18:53:43","캐가이쁘고ㅠ잘생겼어요"
"Google 사용자","5","2024-10-11 02:06:00","게임 스토리가 이해하기 어렵지만 각 나라들의 특징을 담아 마도학자라는 개념을 잘 어우러지게 하여서 색다른 느낌이 너무 좋습니다. 배경이나 캐릭터들의 디자인이 만족스럽습니다. 예를 들어 타 게임에서 볼 수 없는 정신과 의사라던지 로봇, 도둑, 과학자 등 캐릭터들의 디자인에서 더 매력을 느끼는 게임입니다."
"Google 사용자","5","2024-10-10 19:05:57","스토리 맛있네유"
"Google 사용자","5","2024-10-09 22:54:51","재밌고 뽑기뽑는 맛이 있다"
"Google 사용자","5","2024-10-09 19:55:23","스토리 음악 이미지등 버릴게 없다 요즘 나온겜중 개인적으로 원픽이다"
"Google 사용자","5","2024-10-09 11:30:50","재밌음"
"Google 사용자","1","2024-10-09 02:26:10","열심히 키웠던 제 계정이 사라졌어요"
"Google 사용자","5","2024-10-08 06:30:17","굿즈 주시오..."
"Google 사용자","5","2024-10-07 17:14:11","재밌어여"
"Google 사용자","5","2024-10-07 15:53:20","재미당"
"Google 사용자","5","2024-10-07 14:17:43","영어 보이스 음성 추천함. 억양이나 톤, 성우 자체가 영어가 잘 어울림. (어차피 자막은 한국어니까) 지금까지 한 게임 중에 메인 스토리 최고임. 다른 서브컬쳐 게임들 스토리는 약간 애니메이션, 만화를 보는 것 같은 느낌이였다면 리버스는 소설 느낌으로 스토리에 깊음이 있음. 초반 스토리와 튜토리얼은 조금 이해하기 힘들 수는 있지만 그거 빼고는 다 좋음. 가챠가 맵지도 않은 편임."
"Google 사용자","3","2024-10-07 10:43:27","남캐가 적어서 그닥.."
"Google 사용자","5","2024-10-07 01:01:41","분위기나 아트 스타일도 너무 좋고 가챠도 착한편 타게임에서 넘어와서 1년째 너무 재밌게 플레이하는중 리버스 오래오래 가자!!"
"Google 사용자","1","2024-10-06 16:13:23","재료 수집도 너무 힘들고요 복귀유저에 뉴비인데 뽑기권 모으기도 힘들고요 뭣보다 인플레도 너무 심하고요 그리고 현질유도가 너무 심해서 못하겟네요 먼지는 늘 부족하고 캐릭터는 주면 뭐합니까 키울려고 재료 수집하다가 죽는데 이벤트는 또 입구컷당해서 못하고요 이게임 뉴비를 배척할려는건지 취급이 너무하네요;; 3번정도 다시 깔아봣는데 바뀐게 없고 여전해서 못 하겟네요 그냥 지웁니다"
"Google 사용자","5","2024-10-06 10:22:16","내가 해본 모바일 턴제게임 중 스토리연출 가장 좋음"
"Google 사용자","5","2024-10-03 18:52:02","진짜 무엇보다 게임 디자인이 너무 고급지고 좋아요..... 항상 메인화면? 보면서 힐링이 됨.."
"Google 사용자","5","2024-10-02 23:22:03","좋네"
"Google 사용자","5","2024-10-01 18:29:00","갓겜.. 다 부족한 초반만 버티면 진짜 재밌어짐 캐릭 몇 마리 종결까지 키워두면 웬만한 컨텐츠 다 즐길 수 있음 특히 완전 솔로체제라 경쟁 안 해도 되는 게 좋음 스트레스 안 받고 스토리에 더 몰입할 수 있음.. 스토리랑 디자인 다 goat고 아방가르드에 취한다.. 브금도 잘 뽑고 진심 이만한 게임 없음..."
"Google 사용자","5","2024-09-30 13:43:17","제발 하세요 갓겜"
"Google 사용자","5","2024-09-30 00:11:08","책으로 내놔도 팔릴 게임 스토리 연출 빠지는게 하나도 없음"
"Google 사용자","5","2024-09-29 00:50:48","스토리 몰입감이 되게 좋은게임 풀보이스에 더빙도 너무 좋은데 투디라이브를 사용한 스토리연출이 너무좋음 캐릭터도 예쁘고 소과금 유저인데 충분히 할만함"
"Google 사용자","5","2024-09-28 23:44:46","굿"
"Google 사용자","5","2024-09-28 19:34:50","꿀잼임 ㅇㅇㅇㅇㅇ"
"Google 사용자","5","2024-09-28 15:49:56","국내게임에는 없는 초고퀼리티 + 디테일 + 캐릭터성 + 스토리 모두 잡은 갓띵작"
"Google 사용자","1","2024-09-28 09:30:02","인플레가 진짜 심해도 너무 심함. 돈이 필요한건 알겠는데 이건 정말 아님."
"Google 사용자","5","2024-09-27 20:54:30","🤩👍🔥(🌟×5)"
"Google 사용자","5","2024-09-27 17:55:20","조아용"
"Google 사용자","1","2024-09-27 14:48:35","중국서버에는 없고 글로벌서버에만 존재하는 이중픽업으로 서버차별함"
"Google 사용자","5","2024-09-26 13:33:04","꿀잼"
"Google 사용자","5","2024-09-24 21:58:37","굳"
"Google 사용자","5","2024-09-24 20:35:32","과하거나 자극적이지 않고, 세련되었다. 이 게임을 스마트폰에 다운로드 한 지 사흘이 채 되지 않았지만, 신비롭고 몽환적인 세계에 본능적으로 이끌리듯이 나의 일부는 조그마한 삶의 간격을 사하여 기꺼이 초대에 응하기를 원하고 있다."
"Google 사용자","5","2024-09-24 14:02:24","하면 할수록 게임성도 운영도 업글되면서 감탄이나오네요 강추합니다"
"Google 사용자","5","2024-09-24 13:36:06","쓸만함"
"Google 사용자","4","2024-09-22 22:06:30","신규지원이 부족한거같으뮤 게임자체는 나쁘진않음"
"Google 사용자","5","2024-09-22 18:54:30","굿"
"Google 사용자","5","2024-09-22 18:28:12","인생게임 감성이 미침"
"Google 사용자","5","2024-09-22 17:09:10","모바일게임 중에서 스토리 Goat"
"Google 사용자","5","2024-09-21 21:34:42","굿"
"Google 사용자","5","2024-09-21 20:56:45","뭔 일입니까 타임키퍼"
"Google 사용자","5","2024-09-21 14:10:24","진격거보다 재밌음"
"Google 사용자","5","2024-09-21 12:10:30","다 좋은데 추가해주셨으면 하는 게 있어 작성해봅니다. 궁극기 스킵 :: 눈뽕이 장난 아닙니다. 부탁드려요"
"Google 사용자","5","2024-09-21 09:05:34","디자인이 너무 맘에 들고...스토리도 재밌습니다👍👍적당히 머리 쓰는 기분이라 재미도 있고요🥰🥰 진짜 인생게임!! 과금없이도 잘 플레이할 수 있어서 좋아요~~"
"Google 사용자","5","2024-09-20 22:09:22","개굿"
"Google 사용자","5","2024-09-20 20:13:16","굿"
"Google 사용자","1","2024-09-20 18:43:32","왜했지"
"Google 사용자","5","2024-09-20 09:06:17","졸잼"
"Google 사용자","5","2024-09-19 22:51:50","갓겜"
"Google 사용자","4","2024-09-19 22:23:35","굿"
"Google 사용자","5","2024-09-19 21:27:44","아방가르드-"
"Google 사용자","5","2024-09-19 21:01:46","다 좋은데 딱 하나.저장공간 많이 필요"
"Google 사용자","5","2024-09-19 20:34:07","인생 스토리겜"
"Google 사용자","4","2024-09-19 18:55:03","장점:스토리 재밌고 연출도 좋고 더빙도 좋음. 재화도 많이 줌. 등장인물도 매력있고 독특함 단점:메인 컨텐츠인 턴제 전투 특성상 질릴 수 밖에 없음. 결국 스토리 원툴임"
"Google 사용자","5","2024-09-19 18:32:55","스토리 즐겁고 월정액만 해도 왠만한 캐릭 명함 다 뽑고 명함으로도 모든 컨텐츠 가능합니다"
"Google 사용자","5","2024-09-19 17:47:58","사람만 많았으면 하는 좋은게임"
"Google 사용자","5","2024-09-19 16:46:14","재미 goat 캐릭터 goat"
"Google 사용자","5","2024-09-19 16:38:49","양산형하고 차원이 다른겜"
"Google 사용자","5","2024-09-19 16:27:13","갈천이 너무 꼴려요"
"Google 사용자","5","2024-09-19 13:56:19","아주 좋아요"
"Google 사용자","5","2024-09-19 12:53:51","일러도 좋고 스토리도 새롭습니다. 보는 재미가 있어요. 캐릭 육성도 쉽고 다양한 이벤트가 매번 있어서 즐길수가 있어요."
"Google 사용자","5","2024-09-19 12:04:38","아방가르드"
"Google 사용자","5","2024-09-19 12:03:43","독특한 분위기와 좋은 스토리와 게임성 굳"
"Google 사용자","5","2024-09-19 10:17:11","게임은 좋은데 홍보가 적은 느낌"
"Google 사용자","2","2024-09-19 08:25:22","제발 최적화 좀 해라"
"Google 사용자","5","2024-09-19 07:27:32","재밌어요"
"Google 사용자","5","2024-09-19 07:20:30","약간의 인내와 여유 두가지를 모두 갖춘 당신에게 선사하는 세상에서 가장 아름다운 게임"
"Google 사용자","3","2024-09-18 16:17:34","2D를 이렇게나 끌어올린 기술력과 창의력은 대단하나 정녕 그놈의 전달력 좀 어떻게 해줬으면"
"Google 사용자","5","2024-09-16 23:51:31","스토리가 탄탄하고, 작화가 뛰어나고 감성이 충만한.. 예전 지브리 애니메이션들을 보는 느낌을 받았습니다. 플레이 하면 할수록 점점 빠져들어가더군요"
"Google 사용자","5","2024-09-16 01:52:44","미소녀🌟🌟🌟🌟🌟"
